transcript_id	Nezu_1	Hino_1	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN897_c0_g1_i4	50	40	Nezu_1	Hino_1	0.251030119425538	2.05762224748871	0.755763340360201	1.0
TRINITY_DN5230_c0_g1_i1	83	79	Nezu_1	Hino_1	0.001061397869826	2.88010955813225	1.0	1.0
TRINITY_DN30607_c0_g1_i1	248	243	Nezu_1	Hino_1	-0.0407910755340226	4.45682056863313	0.95780720268132	1.0
TRINITY_DN5457_c0_g1_i13	38	70	Nezu_1	Hino_1	-0.949209575954794	2.32042220018232	0.195723519918498	1.0
TRINITY_DN1910_c0_g1_i2	330	343	Nezu_1	Hino_1	-0.125891424509943	4.90952986322963	0.856244691731325	1.0
TRINITY_DN15894_c0_g1_i2	50	84	Nezu_1	Hino_1	-0.817060267698958	2.62094311161676	0.264056567374438	1.0
TRINITY_DN12395_c0_g1_i2	45	42	Nezu_1	Hino_1	0.0292559308782867	2.01263806181963	1.0	1.0
TRINITY_DN18073_c0_g1_i1	24	15	Nezu_1	Hino_1	0.603869995951633	0.92793987737763	0.508053100499236	1.0
TRINITY_DN11790_c0_g2_i1	287	166	Nezu_1	Hino_1	0.719255785765608	4.33334352799705	0.28822574699471	1.0
TRINITY_DN8198_c0_g1_i2	74	150	Nezu_1	Hino_1	-1.088239396121	3.34861259314063	0.117492171282138	1.0
TRINITY_DN12652_c0_g1_i5	32	19	Nezu_1	Hino_1	0.678406963713316	1.28209378593025	0.407522824573416	1.0
TRINITY_DN7860_c0_g1_i5	20	17	Nezu_1	Hino_1	0.163163247978152	0.86172223829564	0.847540441432281	1.0
TRINITY_DN16210_c0_g2_i1	68	41	Nezu_1	Hino_1	0.65814404735801	2.31966721161383	0.382987564325692	1.0
TRINITY_DN8166_c0_g1_i4	41	28	Nezu_1	Hino_1	0.478229558514906	1.69138642930325	0.571538974614718	1.0
TRINITY_DN11076_c0_g1_i5	70	100	Nezu_1	Hino_1	-0.583890760325094	2.95361699726446	0.413394537062819	1.0
TRINITY_DN27619_c0_g1_i13	18	20	Nezu_1	Hino_1	-0.220743477133301	0.898649491261309	0.92510758526498	1.0
TRINITY_DN640_c0_g1_i1	2392	2466	Nezu_1	Hino_1	-0.114145182971601	7.75379022103771	0.862309463121563	1.0
TRINITY_DN4670_c0_g1_i1	324	479	Nezu_1	Hino_1	-0.634024751427705	5.16872362782441	0.341259610741676	1.0
TRINITY_DN10822_c0_g1_i2	118	77	Nezu_1	Hino_1	0.544942199926909	3.13637235656553	0.444654900896461	1.0
TRINITY_DN255_c0_g1_i4	80	78	Nezu_1	Hino_1	-0.0336165907650795	2.84525059709423	0.978990637255156	1.0
TRINITY_DN24385_c0_g1_i1	26	14	Nezu_1	Hino_1	0.81746298399344	0.959903595537959	0.351957209985257	1.0
TRINITY_DN10585_c0_g1_i1	36	17	Nezu_1	Hino_1	1.0070755296128	1.33155848810251	0.210510510646105	1.0
TRINITY_DN8742_c0_g1_i12	23	38	Nezu_1	Hino_1	-0.791174894458607	1.53295645077066	0.30833261434379	1.0
TRINITY_DN2699_c0_g1_i2	794	362	Nezu_1	Hino_1	1.06270032360303	5.67312674158431	0.111807036913856	1.0
TRINITY_DN13751_c0_g1_i4	85	127	Nezu_1	Hino_1	-0.648702590861854	3.26642499224666	0.356554331457779	1.0
TRINITY_DN7756_c0_g1_i3	32	34	Nezu_1	Hino_1	-0.157063161215483	1.63551374672489	0.860389672016684	1.0
TRINITY_DN526_c0_g1_i4	168	158	Nezu_1	Hino_1	0.0183269702996531	3.87120601144069	0.989507897302683	1.0
TRINITY_DN28215_c0_g1_i1	35	27	Nezu_1	Hino_1	0.302966031983284	1.54732408765548	0.756575448204425	1.0
TRINITY_DN1858_c0_g1_i3	158	169	Nezu_1	Hino_1	-0.167166426285814	3.8775604981998	0.81329985271895	1.0
TRINITY_DN3680_c0_g1_i2	1104	1126	Nezu_1	Hino_1	-0.0986512436507297	6.63167048037704	0.882064328480549	1.0
TRINITY_DN7585_c0_g1_i3	164	203	Nezu_1	Hino_1	-0.377720129177636	4.04444512327604	0.581295765887583	1.0
TRINITY_DN3075_c0_g1_i1	122	71	Nezu_1	Hino_1	0.709831851378726	3.12026178572444	0.318402440031864	1.0
TRINITY_DN6647_c0_g1_i3	16	18	Nezu_1	Hino_1	-0.238363458555536	0.754280001438965	0.917981859097417	1.0
TRINITY_DN4744_c0_g1_i2	394	625	Nezu_1	Hino_1	-0.735668936229532	5.51209651113057	0.270947815882808	1.0
TRINITY_DN6172_c0_g2_i2	642	744	Nezu_1	Hino_1	-0.282873742341911	5.94927799516978	0.671548185966971	1.0
TRINITY_DN5587_c0_g1_i4	57	13	Nezu_1	Hino_1	2.05202021113714	1.70149150313929	0.0099746284145279	0.502300773051206
TRINITY_DN11426_c0_g2_i1	68	89	Nezu_1	Hino_1	-0.457727891877809	2.84032820052472	0.522706366919144	1.0
TRINITY_DN20974_c0_g2_i4	238	266	Nezu_1	Hino_1	-0.230545696660387	4.4963423827774	0.731131177441983	1.0
TRINITY_DN8703_c0_g1_i4	98	103	Nezu_1	Hino_1	-0.14180987653479	3.18597700176779	0.851046452080278	1.0
TRINITY_DN5294_c0_g1_i1	861	760	Nezu_1	Hino_1	0.109801205521848	6.17000531777619	0.870728963425924	1.0
TRINITY_DN53132_c0_g1_i1	14	11	Nezu_1	Hino_1	0.274954723328672	0.361844622636469	0.792442655250452	1.0
TRINITY_DN9954_c0_g1_i1	67	53	Nezu_1	Hino_1	0.26741151352839	2.45690350674857	0.730928093251939	1.0
TRINITY_DN5090_c0_g1_i2	107	66	Nezu_1	Hino_1	0.625939116232561	2.96672559542141	0.39050696381754	1.0
TRINITY_DN4743_c0_g1_i1	902	616	Nezu_1	Hino_1	0.479920607968204	6.07122376121105	0.468437898194547	1.0
TRINITY_DN19618_c0_g1_i3	47	189	Nezu_1	Hino_1	-2.07485493684772	3.43041111411406	0.0039538446730403	0.326618144483591
TRINITY_DN30665_c0_g1_i1	37	29	Nezu_1	Hino_1	0.280206087752485	1.6323221957299	0.769259992886204	1.0
TRINITY_DN8819_c0_g1_i2	50	90	Nezu_1	Hino_1	-0.916456493697041	2.6832735712398	0.209008877553857	1.0
TRINITY_DN6429_c0_g1_i4	84	102	Nezu_1	Hino_1	-0.349830129232346	3.07837139439625	0.620316258588577	1.0
TRINITY_DN5650_c0_g1_i1	69	79	Nezu_1	Hino_1	-0.265002775469459	2.75549329476096	0.715321086869521	1.0
TRINITY_DN49963_c0_g1_i1	66	63	Nezu_1	Hino_1	-0.0030754913626747	2.56039066864959	1.0	1.0
TRINITY_DN12316_c0_g1_i1	225	211	Nezu_1	Hino_1	0.0224734660583386	4.28619165089663	0.976293858032871	1.0
TRINITY_DN5789_c0_g1_i4	201	217	Nezu_1	Hino_1	-0.180587064183455	4.22816692640938	0.796199596924369	1.0
TRINITY_DN4735_c0_g1_i1	48	54	Nezu_1	Hino_1	-0.239532040533046	2.23503935913423	0.781490290954383	1.0
TRINITY_DN29835_c0_g1_i1	148	196	Nezu_1	Hino_1	-0.475101962926037	3.95311722066089	0.483058593835713	1.0
TRINITY_DN29350_c0_g1_i1	94	66	Nezu_1	Hino_1	0.439299431873701	2.85847972842366	0.547616033222016	1.0
TRINITY_DN1623_c0_g1_i2	357	404	Nezu_1	Hino_1	-0.248544982122185	5.08725094596643	0.709476617531457	1.0
TRINITY_DN1809_c0_g1_i5	38	13	Nezu_1	Hino_1	1.46867355277846	1.27765659779098	0.0734022407093204	1.0
TRINITY_DN5893_c0_g1_i1	86	34	Nezu_1	Hino_1	1.26558685757594	2.44875048103506	0.0870481437153482	1.0
TRINITY_DN3615_c1_g1_i1	24	11	Nezu_1	Hino_1	1.04710409933505	0.785084768505271	0.24871273400875	1.0
TRINITY_DN11306_c0_g1_i4	19	19	Nezu_1	Hino_1	-0.0697369427321965	0.897793368126135	1.0	1.0
TRINITY_DN50055_c0_g1_i4	194	179	Nezu_1	Hino_1	0.0458706561070648	4.06300186806603	0.953883656144981	1.0
TRINITY_DN5318_c0_g1_i3	142	82	Nezu_1	Hino_1	0.721155605421215	3.33081150149488	0.29890072064379	1.0
TRINITY_DN10266_c0_g1_i2	16	52	Nezu_1	Hino_1	-1.76251581520348	1.68679333221104	0.0312745732852938	0.76073486509824
TRINITY_DN1283_c0_g1_i1	1394	716	Nezu_1	Hino_1	0.890890208260458	6.54058981005823	0.17891267546474	1.0
TRINITY_DN24574_c0_g2_i1	75	120	Nezu_1	Hino_1	-0.747272185599282	3.14899967641667	0.285860477465607	1.0
TRINITY_DN1762_c0_g1_i4	66	88	Nezu_1	Hino_1	-0.48443507442955	2.81342173248443	0.497462503679963	1.0
TRINITY_DN8291_c0_g1_i2	14	12	Nezu_1	Hino_1	0.150742785664607	0.411285162595282	0.898527520344665	1.0
TRINITY_DN10939_c0_g1_i6	17	14	Nezu_1	Hino_1	0.208224160823312	0.63331219772497	0.82429764136995	1.0
TRINITY_DN50040_c0_g1_i2	44	29	Nezu_1	Hino_1	0.52939259810575	1.76789727325498	0.517909043799738	1.0
TRINITY_DN50275_c0_g1_i1	170	155	Nezu_1	Hino_1	0.0630223635801043	3.86634887357465	0.936918390247451	1.0
TRINITY_DN11099_c0_g1_i1	156	115	Nezu_1	Hino_1	0.369370964487523	3.60452922728955	0.601194836403458	1.0
TRINITY_DN1151_c0_g1_i2	174	80	Nezu_1	Hino_1	1.049683284355	3.50593361394736	0.130781843554867	1.0
TRINITY_DN688_c0_g1_i3	2449	2544	Nezu_1	Hino_1	-0.125095279270179	7.79343480009822	0.849160556775679	1.0
TRINITY_DN16805_c0_g1_i1	44	27	Nezu_1	Hino_1	0.632038616013535	1.72923450543977	0.438288209450926	1.0
TRINITY_DN8810_c0_g1_i2	56	40	Nezu_1	Hino_1	0.414133973221866	2.14550817586258	0.584995763194282	1.0
