"Gene","A","M","Type"
"ENSG00000033627",9.13757270847277,-2.58084591918103,"DEG"
"ENSG00000073712",7.2743063184211,-9.95240451967647,"DEG"
"ENSG00000196839",7.86948051036248,3.52434585028845,"DEG"
"ENSG00000101210",7.37463971605863,-6.1476340281551,"DEG"
"ENSG00000124785",7.45859181024172,-6.23729600610858,"DEG"
"ENSG00000180447",7.30293892337847,-9.98243653895308,"DEG"
"ENSG00000108798",6.81884241170517,9.76680835637331,"DEG"
"ENSG00000111676",8.16194058027653,-3.47102161002615,"DEG"
"ENSG00000104518",6.64167537948976,9.58639268433318,"DEG"
"ENSG00000133789",8.95688083362532,2.49036600298232,"DEG"
"ENSG00000137124",7.40225934565329,-5.46900894215733,"DEG"
"ENSG00000131401",6.78755080794758,7.55011263983488,"DEG"
"ENSG00000171004",7.14748409564773,-9.81865077220566,"DEG"
"ENSG00000140391",9.70367704559187,-2.18434350332129,"DEG"
"ENSG00000140577",7.57078417459045,-4.98078535279748,"DEG"
"ENSG00000131899",8.66191003036907,-2.74959958004707,"DEG"
"ENSG00000185551",7.3375335569533,-10.019819916448,"DEG"
"ENSG00000182175",7.15315936673865,-9.82472691153349,"DEG"
"ENSG00000141198",7.16909076230327,-9.84160539583606,"DEG"
"ENSG00000130340",7.11520163150651,-9.78454684054691,"DEG"
"ENSG00000105355",9.08277992688659,2.51360863027631,"DEG"
"ENSG00000110881",7.42526698191075,-5.01514364113013,"DEG"
"ENSG00000110719",7.90714673217751,3.81907532293167,"DEG"
"ENSG00000101439",7.09897137471924,-9.76743685514766,"DEG"
"ENSG00000134294",8.40627918912715,-3.08490333834107,"DEG"
"ENSG00000165025",6.75521361714735,6.14642670564767,"DEG"
"ENSG00000153885",7.5679999834629,-4.51422137718778,"DEG"
"ENSG00000176463",6.68270231949269,6.60371131382439,"DEG"
"ENSG00000166710",9.05125966920642,2.22598528173533,"DEG"
"ENSG00000185963",9.91665269493916,1.989490885202,"DEG"
"ENSG00000213654",6.69073554019801,6.61190413994535,"DEG"
"ENSG00000137265",6.64121753880126,9.58554481053761,"DEG"
"ENSG00000137273",7.13085064289769,-9.80081966803548,"DEG"
"ENSG00000166086",7.36245564689085,-5.16810303038839,"DEG"
"ENSG00000130755",6.85445307177216,7.61671135528049,"DEG"
"ENSG00000072818",6.86022585065675,5.55422839924112,"DEG"
"ENSG00000162409",7.08254600838633,-9.75019909345307,"DEG"
"ENSG00000156587",6.88930111468156,5.58427527303764,"DEG"
"ENSG00000182319",7.32348954285782,3.86428387931493,"DEG"
"ENSG00000076662",7.40990722351545,3.64032716083072,"DEG"
"ENSG00000184608",6.91966190100846,9.86650840466844,"DEG"
"ENSG00000141858",8.92831725936125,2.21698092843222,"DEG"
"ENSG00000162511",6.64961267400164,9.59388218319983,"DEG"
"ENSG00000130224",7.22135903461675,-7.39953030734078,"DEG"
"ENSG00000175567",10.063454799675,2.36171984477831,"DEG"
"ENSG00000122778",7.63132820516653,-4.12501475821538,"DEG"
"ENSG00000130202",7.23132031192021,-9.90799518989526,"DEG"
"ENSG00000053747",7.2304638881273,-6.53681333762368,"DEG"
"ENSG00000100234",7.10423567811862,-7.27475025604829,"DEG"
"ENSG00000117091",6.87142264538144,9.82111538608638,"DEG"
"ENSG00000171282",7.07579486407005,-9.74251682229306,"DEG"
"ENSG00000184261",6.44135951219514,9.38128768234748,"DEG"
"ENSG00000141736",7.51100947204656,-4.45145709087446,"DEG"
"ENSG00000074181",7.23090304036526,-5.9946285592682,"DEG"
"ENSG00000054690",7.06597201939303,-7.23433054609142,"DEG"
"ENSG00000105063",9.91606969008939,1.92299340023248,"DEG"
"ENSG00000132744",6.61528260755586,9.55873399016678,"DEG"
"ENSG00000179431",6.98329674820154,-9.64484937161422,"DEG"
"ENSG00000149257",7.19594017816887,-7.3727479131567,"DEG"
"ENSG00000171246",7.18097632619145,-5.94126353290391,"DEG"
"ENSG00000089127",6.69932943344965,9.64385796557137,"DEG"
"ENSG00000035720",6.48900536070668,9.42992411470858,"DEG"
"ENSG00000197977",6.9036114582337,-9.56055935276605,"DEG"
"ENSG00000170325",8.517889821196,2.37575340478298,"DEG"
"ENSG00000184232",7.14720428636122,-7.3197290210678,"DEG"
"ENSG00000135439",7.9544085177435,2.80609721395289,"DEG"
"ENSG00000105137",6.92837114780385,-9.58670832053579,"DEG"
"ENSG00000175482",7.6385236976461,3.15293334629807,"DEG"
"ENSG00000198435",7.08897228273957,-6.38661400533653,"DEG"
"ENSG00000157303",6.59778731342694,9.54068398601824,"DEG"
"ENSG00000107957",7.06077490548931,-6.35626213996661,"DEG"
"ENSG00000197471",6.5261072610603,9.46766752427448,"DEG"
"ENSG00000112378",6.87160041109747,-9.52662179229007,"DEG"
"ENSG00000111266",7.19191130578088,-5.24359392973014,"DEG"
"ENSG00000110427",7.7974151973938,3.18739675342501,"DEG"
"ENSG00000162104",7.2173996129132,-5.01182967798745,"DEG"
"ENSG00000196547",7.94535391589392,-3.22676090282308,"DEG"
"ENSG00000103187",8.53845422740548,2.37180384488285,"DEG"
"ENSG00000170027",8.95427384048579,2.09658884676012,"DEG"
"ENSG00000178202",6.8846728850704,-9.54054110301024,"DEG"
"ENSG00000068097",7.75472635351485,-3.48796253401187,"DEG"
"ENSG00000179314",6.85158875415121,-9.50532830010838,"DEG"
"ENSG00000162739",6.41171462525952,9.35055137221729,"DEG"
"ENSG00000170275",7.46646390262694,-4.04564453078448,"DEG"
"ENSG00000172201",7.76290993586463,-3.6920070787144,"DEG"
"ENSG00000169515",7.06625828636221,-5.81828386357485,"DEG"
"ENSG00000153789",6.30932040349923,9.24513118569479,"DEG"
"ENSG00000115107",6.83213033470865,-9.48473883472074,"DEG"
"ENSG00000120690",6.97051288746086,4.28464332685041,"DEG"
"ENSG00000103653",9.89696813864042,2.03579142140884,"DEG"
"ENSG00000184258",6.77031810302732,-9.41903401977189,"DEG"
"ENSG00000108963",7.80356936749504,-3.3143151499445,"DEG"
"ENSG00000125266",7.16513601264059,-5.21410433486686,"DEG"
"ENSG00000251322",6.80520391062773,-9.45616181863073,"DEG"
"ENSG00000152558",10.0137600333444,1.66208440440537,"DEG"
"ENSG00000169783",6.76320837849842,-9.41147023700811,"DEG"
"ENSG00000151348",8.2254680620579,-2.7561332285653,"DEG"
"ENSG00000110721",7.72716067885809,2.87826062706129,"DEG"
"ENSG00000170684",7.35206600130865,3.52080080408513,"DEG"
"ENSG00000126882",6.51567105620804,5.50533837008295,"DEG"
"ENSG00000104341",6.73497866361511,-9.38145306898475,"DEG"
"ENSG00000175463",6.69240951839561,7.45393686174932,"DEG"
"ENSG00000137502",6.74438004845166,4.58876697331459,"DEG"
"ENSG00000166503",6.72790168772686,-9.37391727343608,"DEG"
"ENSG00000149269",6.91084624238941,-7.06920946938357,"DEG"
"ENSG00000100918",6.64943115995993,6.03750486183371,"DEG"
"ENSG00000140479",6.95255301580718,-9.61170162075984,"DEG"
"ENSG00000140564",7.38804796237792,-4.06910104721331,"DEG"
"ENSG00000188290",7.29694956323855,-9.97415561071287,"DEG"
"ENSG00000169442",6.5441200026782,9.48528906262402,"DEG"
"ENSG00000149328",6.89172290478628,-7.04880722791727,"DEG"
"ENSG00000128016",6.7207415879356,4.92940528325937,"DEG"
"ENSG00000203668",7.8714053131791,-3.0523245533668,"DEG"
"ENSG00000203950",6.74180599409719,-9.38863625795958,"DEG"
"ENSG00000196557",6.84453109121382,-9.49743876004226,"DEG"
"ENSG00000166801",6.24464629549012,9.17829770290647,"DEG"
"ENSG00000105357",6.79824719379794,-6.94908178522605,"DEG"
"ENSG00000219200",8.62501785528569,-2.30506999362013,"DEG"
"ENSG00000167693",6.76285466727081,-9.41086226378055,"DEG"
"ENSG00000105122",6.59715642218954,7.35329934029631,"DEG"
"ENSG00000172292",6.66884408890607,-9.31103832975486,"DEG"
"ENSG00000174684",8.29712999065532,-2.78241731600935,"DEG"
"ENSG00000044574",10.7280444517914,-1.67243227917603,"DEG"
"ENSG00000108375",7.15857557459647,3.91153994427176,"DEG"
"ENSG00000134910",10.3147677132524,-1.73381164616997,"DEG"
"ENSG00000110697",8.5288887932028,2.14936931900839,"DEG"
"ENSG00000101057",11.9124909122031,1.44012542876194,"DEG"
"ENSG00000173442",6.82582772373615,3.91146986867056,"DEG"
"ENSG00000103067",6.56755825996544,-9.20305946151221,"DEG"
"ENSG00000104903",6.16411131147731,6.9050304460006,"DEG"
"ENSG00000011028",6.6458685041006,-9.28643524992736,"DEG"
"ENSG00000072778",8.63851036843253,-2.25243576910491,"DEG"
"ENSG00000161714",7.16315893288995,-4.07025424416294,"DEG"
"ENSG00000103489",7.01818560528798,5.04793101522395,"DEG"
"ENSG00000139116",6.5518250644778,-9.18621012198275,"DEG"
"ENSG00000183688",6.66841147474809,-9.31022100150721,"DEG"
"ENSG00000130054",6.83364921251624,-5.17038131759322,"DEG"
"ENSG00000088812",7.77572360581862,-2.89835947869668,"DEG"
"ENSG00000147804",6.7270465826046,-9.37232904280058,"DEG"
"ENSG00000051523",9.09912875031942,1.93986817737385,"DEG"
"ENSG00000153815",8.82946576703876,2.30479795463501,"DEG"
"ENSG00000077235",10.0621376975381,-1.7367275379482,"DEG"
"ENSG00000240065",6.00419919221187,8.9268149243251,"DEG"
"ENSG00000100592",8.0889244628006,2.31947645759961,"DEG"
"ENSG00000164778",7.3018063549832,-7.48159720465466,"DEG"
"ENSG00000134762",6.77137796224539,-9.42118323000585,"DEG"
"ENSG00000158270",6.64565124144985,-9.2859057400822,"DEG"
"ENSG00000155966",6.58843720025162,9.52904474953009,"DEG"
"ENSG00000109062",8.51904319253289,2.25269081693845,"DEG"
"ENSG00000079459",9.79553180407604,1.99893233113859,"DEG"
"ENSG00000136026",8.9179006199078,-2.10333310833247,"DEG"
"ENSG00000167895",6.11741325313666,9.04600026166252,"DEG"
"ENSG00000137766",5.97783756431988,8.89906278380761,"DEG"
"ENSG00000167470",8.11544408107708,2.26303303199445,"DEG"
"ENSG00000165912",6.60847166451388,-6.74581903111119,"DEG"
"ENSG00000168952",6.16355890528908,6.0618995780159,"DEG"
"ENSG00000110324",6.64895894327223,5.64753834355349,"DEG"
"ENSG00000174231",12.2798790431718,-1.6018631076271,"DEG"
"ENSG00000167634",6.17680978749327,9.10851346395488,"DEG"
"ENSG00000175175",6.7933797032973,-5.12659265157001,"DEG"
"ENSG00000176165",6.52740207319922,-6.65881327837899,"DEG"
"ENSG00000147799",6.96909216104148,-4.52053413971353,"DEG"
"ENSG00000121281",7.73673460476681,2.62915514925267,"DEG"
"ENSG00000137880",6.54910789807387,4.37877718586254,"DEG"
"ENSG00000090661",7.06311513809367,3.37801060433047,"DEG"
"ENSG00000132613",6.49271356530539,-9.12293338838652,"DEG"
"ENSG00000126778",6.85452518311991,-4.87811182578168,"DEG"
"ENSG00000170638",9.10210151119358,1.71117501189894,"DEG"
"ENSG00000184916",7.53235307827146,-3.2998740374928,"DEG"
"ENSG00000177614",6.56870048520856,-6.70314902509844,"DEG"
"ENSG00000177169",7.53842213436318,-3.18300256931229,"DEG"
"ENSG00000133805",6.27455309272756,4.93606046568538,"DEG"
"ENSG00000088899",7.34974610288367,-3.45399111656082,"DEG"
"ENSG00000118640",7.1412220482497,4.06001246803277,"DEG"
"ENSG00000128218",6.06738761653611,8.99254764239658,"DEG"
"ENSG00000074695",9.11847578504566,-1.89963487751144,"DEG"
"ENSG00000178567",6.21010171180517,6.1111272863726,"DEG"
"ENSG00000104267",6.41402877501653,-9.03877275110501,"DEG"
"ENSG00000141504",6.38706002154072,-9.00980867922794,"DEG"
"ENSG00000123329",6.15216725304233,9.08067134812625,"DEG"
"ENSG00000176490",6.57577236272513,-6.7107005873638,"DEG"
"ENSG00000189319",7.59572917111131,2.92268684341625,"DEG"
"ENSG00000205220",6.54874151410269,4.07877561354766,"DEG"
"ENSG00000196914",8.8613885664036,-2.04650272031569,"DEG"
"ENSG00000154229",8.1661866071648,2.25507604412116,"DEG"
"ENSG00000111252",8.23179986384317,2.53012785386973,"DEG"
"ENSG00000183779",6.52609315389964,-9.15817086102407,"DEG"
"ENSG00000228594",6.73732784434086,-4.75003549649823,"DEG"
"ENSG00000100906",7.77905040515115,2.35442787927087,"DEG"
"ENSG00000134755",6.34956946110446,-8.96961371429095,"DEG"
"ENSG00000128283",6.58296127286053,-9.21854493297831,"DEG"
"ENSG00000104093",7.10397458606772,-4.14636697153039,"DEG"
"ENSG00000119138",6.38660431093371,-9.00929095506715,"DEG"
"ENSG00000184009",12.2065870850544,-1.30429762255793,"DEG"
"ENSG00000183723",6.3307127706653,-8.94932143637836,"DEG"
"ENSG00000103257",11.8867552556651,1.86606657337457,"DEG"
"ENSG00000198794",6.65572568466007,-4.97683232765225,"DEG"
"ENSG00000105287",7.97342733171157,2.25371752466169,"DEG"
"ENSG00000110987",9.61416873957762,1.73118951520273,"DEG"
"ENSG00000188822",5.82414057841248,8.73632582107189,"DEG"
"ENSG00000133985",6.95264428746337,3.68630322717349,"DEG"
"ENSG00000165495",6.34051778778774,-8.95988996198365,"DEG"
"ENSG00000112294",6.74723015100425,3.54113680078271,"DEG"
"ENSG00000068137",7.77059911517975,2.32147247427735,"DEG"
"ENSG00000105520",6.3782284093866,-6.4980213192398,"DEG"
"ENSG00000088538",6.83473944595843,-5.17149721410539,"DEG"
"ENSG00000176715",7.84146935306261,2.25370872756871,"DEG"
"ENSG00000147257",6.27200739185137,-8.8861915585634,"DEG"
"ENSG00000166974",9.51790850705595,1.51633133487639,"DEG"
"ENSG00000067955",8.16300064585056,2.10294464213894,"DEG"
"ENSG00000181045",6.42260002408697,-9.04741698995097,"DEG"
"ENSG00000169564",10.3980679863294,1.45594741082644,"DEG"
"ENSG00000111331",6.1966189245761,5.16619325866938,"DEG"
"ENSG00000146433",7.89260955065303,-2.58036803376482,"DEG"
"ENSG00000170962",5.77969019867038,8.68892530072217,"DEG"
"ENSG00000183161",6.04203538104826,5.93231423245022,"DEG"
"ENSG00000169926",9.23633802001101,2.09576982558998,"DEG"
"ENSG00000139722",6.46801177781691,-5.71922267474942,"DEG"
"ENSG00000100365",5.86735710145356,8.7817932880046,"DEG"
"ENSG00000064393",6.36901062553176,-8.99083561732262,"DEG"
"ENSG00000130175",11.212640759904,-1.26121423343094,"DEG"
"ENSG00000171723",6.26187652518848,-8.87527903789736,"DEG"
"ENSG00000121297",6.30205230747268,-8.91860525772831,"DEG"
"ENSG00000174233",6.2723170865088,-8.8865169403326,"DEG"
"ENSG00000188042",6.52833026910137,-5.78484370223069,"DEG"
"ENSG00000164733",6.6714771199289,-4.99428025100337,"DEG"
"ENSG00000082397",6.24194088847927,-8.85376459641561,"DEG"
"ENSG00000212907",9.58187797607781,2.14165906808666,"DEG"
"ENSG00000064666",7.39578203342406,3.30606455248115,"DEG"
"ENSG00000182157",6.31098003430574,-8.92793235462211,"DEG"
"ENSG00000105290",6.49431769380116,-6.62355412092487,"DEG"
"ENSG00000197702",6.24162970410412,-8.85347084559107,"DEG"
"ENSG00000161638",6.26234180950109,-8.87580780162234,"DEG"
"ENSG00000179241",6.22139825653604,-8.83161131965266,"DEG"
"ENSG00000185222",6.65525632197236,-9.29876641413312,"DEG"
"ENSG00000128872",6.40601726229738,-5.65192832191713,"DEG"
"ENSG00000103365",10.1322780858865,1.66422362625161,"DEG"
"ENSG00000124772",5.80989387052507,8.72154188571179,"DEG"
"ENSG00000178718",6.30217776177956,-6.41572383622163,"DEG"
"ENSG00000205141",6.84943268820483,-4.19436128650586,"DEG"
"ENSG00000166313",6.78150062206893,-4.11867445479297,"DEG"
"ENSG00000137573",6.3503339049099,-8.97096418418364,"DEG"
"ENSG00000178927",7.84002949105086,2.16746211165077,"DEG"
"ENSG00000161999",7.83226958741639,-2.37898249630241,"DEG"
"ENSG00000006740",6.60953662424735,-4.61024893768234,"DEG"
"ENSG00000126821",8.05375231260188,2.01297343897401,"DEG"
"ENSG00000103449",6.14691296717178,-8.75119361497631,"DEG"
"ENSG00000056558",7.08221217603807,4.09164829934603,"DEG"
"ENSG00000005249",6.51182107364883,4.03598032930137,"DEG"
"ENSG00000140848",8.47090931002506,2.2611485571777,"DEG"
"ENSG00000104880",8.59424499030955,1.89047813272963,"DEG"
"ENSG00000227507",5.79416481571535,8.70370362825862,"DEG"
"ENSG00000100628",5.66972006123714,8.5710968230405,"DEG"
"ENSG00000013583",6.28260795000866,-8.8981012803657,"DEG"
"ENSG00000076928",7.73310885597258,2.39446560556179,"DEG"
"ENSG00000006118",6.80258399109788,-3.81116821975954,"DEG"
"ENSG00000110057",7.24648916576084,2.58260358924024,"DEG"
"ENSG00000112799",5.6027900016538,8.49889676151236,"DEG"
"ENSG00000110876",5.6027900016538,8.49889654145832,"DEG"
"ENSG00000183624",7.80830894523737,2.85008625374042,"DEG"
"ENSG00000240184",6.86613926532895,3.15152828365948,"DEG"
"ENSG00000178802",7.86259899762425,-2.35262352328068,"DEG"
"ENSG00000108523",8.95474776301921,-1.66724832805637,"DEG"
"ENSG00000079435",6.88549077107887,2.93177088784093,"DEG"
"ENSG00000073008",6.21136474833098,-8.82110540940433,"DEG"
"ENSG00000180263",6.46357322687565,3.61429358728844,"DEG"
"ENSG00000102007",6.70252022295956,4.54338931911305,"DEG"
"ENSG00000178498",6.28268526549713,-8.89837909866335,"DEG"
"ENSG00000178695",7.69984598086525,-2.60471577032647,"DEG"
"ENSG00000155130",6.64541140125253,-6.78362970031577,"DEG"
"ENSG00000198113",6.35556596323209,3.86398203344151,"DEG"
